Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
06.04.2014,Heilbronn,,Bahnhofstraße,,,x,,,"In der Zeit von Freitag bis Sonntag, hatte es ein Unbekannter auf ein Gebäude in der Heilbronner Bahnhofstraße abgesehen. Der Einbrecher drang auf noch nicht bekannte Weise in die Räume der Caritas ein und wuchtete dort einige Türen auf. Ob etwas gestohlen wurde, steht bislang noch nicht fest. Der angerichtete Sachschaden dürfte jedoch bei rund 10.000 Euro liegen.",
06.04.2014,Heilbronn,,Bahnhofstraße,,,x,,,"Im gleichen Zeitraum drangen Unbekannte nur wenige Häuser entfernt, in ein mehrstöckiges Büro- und Geschäftshaus ein. Im zweiten und dritten Oberschoss wurden ebenfalls mehrere Türen und Schränke aufgebrochen. Der angerichtete Sachschaden ist mit etwa 15.000 Euro beträchtlich. Ob etwas entwendet wurde, steht momentan noch nicht fest.",
06.04.2014,Heilbronn,,Olgastraße,,,x,,,"In der Nacht auf Sonntag wurden Büros und Geschäftsräume in der Heilbronner Olgastraße von einem Einbrecher heimgesucht. Nachdem der Täter in das Gebäude eingedrungen war, brach er dort mit brachialer Gewalt mehrere Türen auf. Vermutlich wurde nichts gestohlen. Über die Höhe des angerichteten Sachschadens liegen keine Erkenntnisse vor. Personen die sachdienliche Hinweise geben können oder am Wochenende im Bereich der Tatorte verdächtige Wahrnehmungen machen konnten werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Polizei Heilbronn in Verbindung zu setzen.",
06.04.2014,Ingelfingen,,Mariannenstraße,,,x,,,"Die Bemühungen eines Einbrechers in Ingelfingen liefen in der Nacht zum Sonntag für ihn ins Leere. In der Zeit zwischen Samstag, 18 Uhr, und Sonntag, 10.45 Uhr, verschaffte sich der Unbekannte gewaltsam Zugang zu einem Raumausstattungsbetrieb in der Mariannenstraße. Er drang über die Südseite in das Gebäude ein und brach schließlich eine im Verkaufsraum vorgefundene Kasse auf. Diese war jedoch leer. Der Täter musste schließlich ohne Beute abziehen, hatte bei dem Einbruch aber einen Sachschaden in Höhe von 1.500 Euro hinterlassen. Wer im Tatzeitraum im Bereich der Mariannenstraße etwas Verdächtiges bemerkt hat, sollte sich bei der Polizei in Niedernhall, Telefon 07940 8294, melden.",
07.04.2014,Brackenheim,,Georg-Kohl-Straße,,,x,,,"Eine Apotheke in der Brackenheimer Georg-Kohl-Straße war in der Zeit von Samstag bis Montag das Ziel eines bislang Unbekannten. Der Täter versuchte eine Tür aufzuwuchten, was jedoch glücklicherweise nicht gelang. Welches Werkzeug für den Einbruchsversuch benutzt wurde, steht nicht fest. Sachdienliche Hinweise nimmt die Polizei Brackenheim unter der Tel.Nr.: 07135 6096 entgegen.",
07.04.2014,Heilbronn,,Georg-Vogel-Straße,,,x,,,Ein Autohaus in der Heilbronner Georg-Vogel-Straße war in der Zeit von Samstag bis Montag das Ziel eines bislang Unbekannten. Der Täter hatte dort zunächst ein Fenster gewaltsam geöffnet und konnte so in das Innere der Räumlichkeiten gelangen. Dort durchsuchte der Einbrecher sämtliche Schränke und andere Behältnisse. Insgesamt fielen dem Unbekannten mehrere Fahrzeugschlüssel und Bargeld in noch nicht bekannter Höhe in die Hände. Über die Höhe des angerichteten Sachschadens liegen bisher keine weiteren Erkenntnisse vor. Sachdienliche Hinweise nimmt die Polizei Heilbronn-Böckingen unter der Tel.Nr.: 07131 20406-0 entgegen.,
08.04.2014,Gemmingen,,Bahnhofstraße,,,x,,,"Am gestrigen Dienstag suchte ein bislang unbekannter Einbrecher in der Zeit zwischen 11:30 und 15:30 Uhr das Gelände des Raiffeisen Lagerhauses in Gemmingen, Bahnhofstraße, auf. Auf der Rückseite des Silogebäudes, bei den dortigen Bahngleisen, trat er ein Kellerfenster ein und kam so ins Gebäude. Er stahl mehrere Schlüssel sowie einen PC im Gesamtwert von rund 500 Euro. Eventuell hatte der Täter einen Hund dabei. Die Polizei in Eppingen, Telefon 07262 6095-0, sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben.",
08.04.2014,Neckarsulm,,Paulinenstraße,,x,,,,Unbekannte suchten am Dienstagabend während der Abwesenheit der Wohnungsinhaber in der Zeit zwischen 17:00 und 20:00 Uhr ein Wohnhaus in der Neckarsulmer Paulinenstraße auf. Sie gelangten auf bislang noch nicht bekannte Weise ins Haus und entwendeten Bargeld. Vermutlich verließen sie das Objekt durch die Balkontüre. Hinweise auf verdächtige Personen nimmt die Polizei in Neckarsulm unter Telefon 07132 9371-0 entgegen.,
08.04.2014,Künzelsau,,Garnberger Straße,,x,,,,"In ein Einfamilienwohnhaus in der Garnberger Straße in Künzelsau wollte sich ein Unbekannter irgendwann innerhalb der vergangenen zwei Wochen gewaltsam Zutritt verschaffen. Er hebelte an der Kellereingangstür herum, verursachte dabei auch einen Sachschaden in Höhe von etwa 200 Euro, drang jedoch nicht in die Innenräume vor. Hinweise zu dem Einbruchsversuch nimmt die Polizei in Künzelsau, Telefon 07940 9400 entgegen.",
09.04.2014,Ingelfingen,,Criesbacher Straße,,,x,,Schule,"Die Georg-Fahrbach-Schule in der Criesbacher Straße in Ingelfingen war in der Nacht zum Mittwoch das Ziel eines bislang Unbekannten. Der Täter hatte ein Fenster aufgebrochen, konnte so in das Gebäudeinnere gelangen und brach dort mehrere Türen auf. Bei seinem Beutezug fiel dem Täter etwas Bargeld in die Hände. Der angerichtete Sachschaden wird auf mindestens 2.000 Euro geschätzt. Personen, die in der Nacht zum Mittwoch im Bereich der Schule verdächtige Wahrnehmungen machen konnten werden gebeten, sich unter der Tel.Nr.: 07940 8294 mit der Polizei Niedernhall in Verbindung zu setzen.",
09.04.2014,Bretzfeld,Schwabbach,Moosbachstraße,,,x,,,"Unbekannte versuchten am Mittwoch, kurz nach 02.00 Uhr, in den Technikraum einer Waschanlage in der Bretzfeld-Schwabbacher Moosbachstraße einzubrechen. Beim Aufbrechen der Tür setzte jedoch die akustische Alarmanlage ein, was die Täter offenbar dazu veranlasste, von ihrem weiteren Vorhaben abzusehen. Sachdienliche Hinweise nimmt die Polizei Bretzfeld unter der Tel.Nr.: 07946 94001-0 entgegen.",
09.04.2014,Flein,,Bildstraße,,x,,,,"In der Zeit von Dienstag, 22.30 Uhr, bis Mittwoch, 06.40 Uhr, hatte ein bislang Unbekannter versucht, in ein Haus in der Fleiner Bildstraße einzubrechen. Offenbar scheiterte der Täter an der Tür, denn er musste den Tatort verlassen, ohne in das Haus gelangen zu können. Sachdienliche Hinweise nimmt die Polizei Weinsberg unter der Tel.Nr.: 07134 992-0 entgegen.",
10.04.2014,Neckarwestheim,,Reblandstraße,,,,,Kindergarten,Der Kindergarten in der Neckarwestheimer Reblandstraße war in der Nacht zum Mittwoch das Ziel eines bislang Unbekannten. Der Täter stieg durch ein zuvor aufgebrochenes Fenster in das Gebäude ein und hebelte dort eine weitere Tür und andere Behältnisse auf. Bei seinem Beutezug fiel dem Einbrecher etwas Bargeld in die Hände. Der angerichtete Sachschaden steht noch nicht fest; er dürfte jedoch beträchtlich sein.,
10.04.2014,Neckarwestheim,,Sperlingweg,,,,,Kindergarten,"In der gleichen Nacht wurden auch noch die Kindergärten im Sperlingweg und in der Wiesenstraße von einem Einbrecher heimgesucht. Den ersten Erkenntnissen nach, könnten die drei Einbrüche einer Person zuzuschreiben sein.",
10.04.2014,Neckarwestheim,,Wiesenstraße,,,,,Kindergarten,"In der gleichen Nacht wurden auch noch die Kindergärten im Sperlingweg und in der Wiesenstraße von einem Einbrecher heimgesucht. Den ersten Erkenntnissen nach, könnten die drei Einbrüche einer Person zuzuschreiben sein.",
10.04.2014,Heilbronn,,Stuttgarter Straße,,,x,,,"Der Reifencontainer eines Autohauses in der Stuttgarter Straße in Heilbronn war in der Nacht zum Donnerstag das Ziel eines Unbekannten. Der Täter hatte versucht, mit einem Schweißgerät eine Einstiegsluke herauszuschweißen. Dabei wurden die im Innenraum des Containers gelagerten Reifen so erhitzt, dass es vermutlich zu einer starken Rauchentwicklung kam, was den Unbekannten offensichtlich veranlasste, von seinem weiteren Vorhaben abzulassen. Der angerichtete Sachaschaden an Container und Reifen dürfte bei rund 2.500 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131 104-2500 entgegen.",
10.04.2014,Heilbronn,,Schongauer Straße,,x,,,,"In Heilbronn brachen am Mittwochabend Unbekannte in ein Einfamilienhaus in der Schongauer Straße ein. In der Zeit zwischen 18.45 und 22.30 Uhr hebelten sie die Terrassentür auf und durchsuchten anschließend die Räumlichkeiten. Sie verließen das Haus offensichtlich ohne Beute, richteten jedoch einen Sachschaden in Höhe von 1.000 Euro an.",
10.04.2014,Heilbronn,,Hirschstraße,,x,,,,"Möglicherweise steht die Tat im Zusammenhang mit einem Einbruchsversuch in ein Wohnhaus in der Hirschstraße. Gegen 20.45 Uhr machten sich kriminelle Zeitgenossen an der Außentür zur Küche zu schaffen, als der anwesende Hausbesitzer auf die Geräusche aufmerksam wurde. Er ging in den Küchenraum und betätigte den Lichtschalter. Die Einbrecher reagierten verständlicherweise prompt und suchten ihr Heil in der Flucht. Der Eigentümer verfolgte die beiden Täter in Richtung Wimpfener Straße bis in die Schultheiß-Pfau-Straße. Dort entkamen sie schließlich unerkannt. Einer der Männer war etwa 25 Jahre alt und hatte kurze, blonde Haare. Er war - wie sein Kompagnon - dunkel gekleidet. Sachdienliche Hinweise zu den beiden Taten nimmt die Polizei in Heilbronn-Böckingen, Telefon 07131 204060, entgegen.",
10.04.2014,Heilbronn,,Karmeliterstraße,,x,,,,"Unbekannte Einbrecher versuchten am Donnerstagnachmittag, in der Zeit zwischen 16:10 und 17:45 Uhr, in eine Erdgeschoßwohnung eines Mehrfamilienhauses in der Heilbronner Karmeliterstraße einzubrechen. Offensichtlich hielt jedoch der Schließzylinder ihrem Angriff stand, weshalb der Einbruch letztlich scheiterte. Im Haus wurden durch eine Zeugin zur Tatzeit zwei junge Männer, zirka 20 - 22 Jahre alt, bekleidet mit Jeans und Turnschuhen, einer trug eine braune Daunenjacke und hatte die Kapuze übergestülpt, beobachtet Die Heilbronner Polizei, Telefon 07131 104-2500, sucht weitere Zeugen, die zur Tatzeit im dortigen Bereich verdächtige Personen gesehen haben.",
10.04.2014,Heilbronn,,Pfühlstraße,,x,,,,"Zwei bislang unbekannte Einbrecher machten sich am Donnerstagabend gegen 21:30 Uhr an einem Zwei-Familien-Haus in der Pfühlstraße, Heilbronn, zu schaffen. Eine aufmerksame Zeugin wurde auf verdächtige Geräusche aufmerksam. Sie schaute von ihrem Balkon aus nach unten und sah zwei Personen, die vom dortigen Balkon sprangen und in Richtung Pfühlstraße flüchteten. Der alarmierte Hausbesitzer und die Polizei stellten später fest, dass an der Balkontüre entsprechende Aufbruchsversuche gestartet wurden. Die beiden mutmaßlichen Einbrecher wurden wie folgt beschrieben: sportlich schlank, dunkle Haare, dunkler Teint, dunkel bekleidet. Zeugen, die verdächtige Wahrnehmungen gemacht haben, werden gebeten, sich mit der Polizei Heilbronn unter Telefon 07131 104-2500 in Verbindung zu setzen.",
10.04.2014,Obrigheim,,Hauptstraße,,,x,,,"Mit der Bearbeitung einer ganzen Serie von Einbrüchen ist derzeit die Polizei Mosbach-Diedesheim beschäftigt. In der Nacht zum Donnerstag, waren mehrere Gebäude in der Obrigheimer Hauptstraße das Ziel eines bislang unbekannten Täters. Die Tatzeit lässt sich auf den Zeitraum von 01.00 Uhr bis 02.30 Uhr am Donnerstag eingrenzen. Im Folgenden versuchte der Täter die Tür eines Büros aufzubrechen, was jedoch glücklicherweise misslang, denn die Tür hielt den Einbruchsversuchen stand. Das Bürgermeisteramt ließ der Unbekannte ebenfalls nicht unverschont. Hier drang der Einbrecher gewaltsam durch eine Tür in das Innere des Gebäudes und ließ etwas Bargeld mitgehen. Drei weitere Einbrüche in ein Friseurgeschäft, ein Büro für Versicherungen und Finanzen und in eine Gaststätte, scheiterten. Das Eindringen in ein Obst- und Gemüsegeschäft gelang dem Unbekannten jedoch. Von dort ließ er aus einer Kasse etwas Bargeld mitgehen. Der angerichtete Sachschaden ist beträchtlich und dürfte bei nahezu 2.000 Euro liegen. Eine am Donnerstagmorgen durchgeführte Befragung der Anwohner brachte bisher noch nicht den entscheidenden Hinweis für die Ermittler. In diesem Zusammenhang bittet die Mosbacher Polizei die Bevölkerung um Mithilfe bei den Ermittlungen. Personen, die in der Nacht zum Donnerstag im Bereich der Obrigheimer Hauptstraße verdächtige Wahrnehmungen machen konnten oder sachdienliche Hinweise zur Identität des oder der Täter geben können werden dringend gebeten, sich unter der Tel.Nr.: 06261 6757-0 mit der Polizei in Mosbach-Diedesheim in Verbindung zu setzen.",
11.04.2014,Heilbronn,,Großgartacher Straße,,x,,,,"Während die Bewohnerin im Schlafzimmer schlief, drang ein Unbekannter in der Nacht von Donnerstag auf Freitag gewaltsam in die Wohnung in einem Mehrfamili-enhaus in der Großgartacher Straße ein. Der Täter verschwand mit mehreren Schmuckgegenständen sowie einem kleinen Bargeldbetrag.",
11.04.2014,Pfedelbach,,Hauptstraße,,,x,,,Ein unbekannter Täter hebelte in der Nacht von Donnerstag auf Freitag die Eingangstür einer Metzgerei auf. Aus einer Kasse der Ladentheke wurde ein kleiner dreistelliger Geldbetrag entwendet. Der Unbekannte flüchtete über die Wurstküche ins Freie. Der angerichtete Schaden beträgt ca. 200 Euro. Hinweise über verdächtige Wahrnehmungen an das Polizeirevier Öhringen unter Telefon 07941 9300.,
11.04.2014,Heilbronn,,Gymnasiumstraße,,,x,,Büroräume,"Mit mehreren Einbrüchen sind derzeit die Beamten des Heilbronner Polizeireviers befasst. In der Zeit von 11. April bis 14. April 2014, brach ein bislang Unbekannter in die Büroräume und eine Werkstatt in der Heilbronner Gymnasiumstraße ein. Offenbar suche der Einbrecher zielgerichtet nach Bargeld. Dem Täter fiel bei seinem Beutezug rund 1.000 Euro in die Hände. Der angerichtete Sachschaden liegt bei etwa 2.000 Euro. In der Zeit von Freitag bis Montag, war ein Geschäft für Tierfutter und Tierbedarf in der Heilbronner David-Friedrich-Strauß-Straße das Ziel eines Unbekannten. Nach dem Täter ein Fenster gewaltsam geöffnet hatte und so in das Innere des Gebäude gelangen konnte, durch er sämtliche Behältnisse. Insgesamt für dem Einbrecher über 1.000 Euro Bargeld in die Hände gefallen sein. Der angerichtete Sachschaden ist beträchtlich; er liegt bei etwa 4.500 Euro. Selbst ein Kindergarten blieb von einem Einbruch nicht verschont. In der Zeit von Freitag, 16.30 Uhr, bis Montag, 07.00 Uhr, hebelte ein Unbekannter das Fenster des Kindergartens in der Nürnberger Straße in Heilbronn auf und konnte so in das Innere der Räume gelangen. Der Einbrecher fand nur wenig Bargeld vor, richtete jedoch einen Sachschaden von zirka 2.000 Euro an. Personen, die rund um die Tatorte während der Tatzeiten am Wochenende verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Heilbronner Polizei in Verbindung zu setzen.",
12.04.2014,Heilbronn,,Leinbachstraße,,x,,,,"Am Samstagabend, 12.04., versuchte ein unbekannter Täter in der Zeit zwischen 20.15 und 22.30 Uhr die Hauseingangstüre eines Mehrfamiliengebäudes in der Leinbachstraße aufzuhebeln. Nachdem es ihm jedoch nicht gelang, in das Treppenhaus des Gebäudes einzudringen, ließ der Unbekannte von seinem Vorhaben ab. Der hierbei verursachte Schaden beträgt ca. 1.000 Euro. Hinweise zum Sachverhalt erbittet das Polizeirevier Heilbronn-Böckingen unter der Rufnummer 07131-20406-0.",
12.04.2014,Heilbronn,,David-Friedrich-Straß-Straße,,,x,,Tierfutterladen,"Mit mehreren Einbrüchen sind derzeit die Beamten des Heilbronner Polizeireviers befasst. In der Zeit von 11. April bis 14. April 2014, brach ein bislang Unbekannter in die Büroräume und eine Werkstatt in der Heilbronner Gymnasiumstraße ein. Offenbar suche der Einbrecher zielgerichtet nach Bargeld. Dem Täter fiel bei seinem Beutezug rund 1.000 Euro in die Hände. Der angerichtete Sachschaden liegt bei etwa 2.000 Euro. In der Zeit von Freitag bis Montag, war ein Geschäft für Tierfutter und Tierbedarf in der Heilbronner David-Friedrich-Strauß-Straße das Ziel eines Unbekannten. Nach dem Täter ein Fenster gewaltsam geöffnet hatte und so in das Innere des Gebäude gelangen konnte, durch er sämtliche Behältnisse. Insgesamt für dem Einbrecher über 1.000 Euro Bargeld in die Hände gefallen sein. Der angerichtete Sachschaden ist beträchtlich; er liegt bei etwa 4.500 Euro. Selbst ein Kindergarten blieb von einem Einbruch nicht verschont. In der Zeit von Freitag, 16.30 Uhr, bis Montag, 07.00 Uhr, hebelte ein Unbekannter das Fenster des Kindergartens in der Nürnberger Straße in Heilbronn auf und konnte so in das Innere der Räume gelangen. Der Einbrecher fand nur wenig Bargeld vor, richtete jedoch einen Sachschaden von zirka 2.000 Euro an. Personen, die rund um die Tatorte während der Tatzeiten am Wochenende verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Heilbronner Polizei in Verbindung zu setzen.",
12.04.2014,Heilbronn,,Nürnberger Straße,,,,,Kindergarten,"Mit mehreren Einbrüchen sind derzeit die Beamten des Heilbronner Polizeireviers befasst. In der Zeit von 11. April bis 14. April 2014, brach ein bislang Unbekannter in die Büroräume und eine Werkstatt in der Heilbronner Gymnasiumstraße ein. Offenbar suche der Einbrecher zielgerichtet nach Bargeld. Dem Täter fiel bei seinem Beutezug rund 1.000 Euro in die Hände. Der angerichtete Sachschaden liegt bei etwa 2.000 Euro. In der Zeit von Freitag bis Montag, war ein Geschäft für Tierfutter und Tierbedarf in der Heilbronner David-Friedrich-Strauß-Straße das Ziel eines Unbekannten. Nach dem Täter ein Fenster gewaltsam geöffnet hatte und so in das Innere des Gebäude gelangen konnte, durch er sämtliche Behältnisse. Insgesamt für dem Einbrecher über 1.000 Euro Bargeld in die Hände gefallen sein. Der angerichtete Sachschaden ist beträchtlich; er liegt bei etwa 4.500 Euro. Selbst ein Kindergarten blieb von einem Einbruch nicht verschont. In der Zeit von Freitag, 16.30 Uhr, bis Montag, 07.00 Uhr, hebelte ein Unbekannter das Fenster des Kindergartens in der Nürnberger Straße in Heilbronn auf und konnte so in das Innere der Räume gelangen. Der Einbrecher fand nur wenig Bargeld vor, richtete jedoch einen Sachschaden von zirka 2.000 Euro an. Personen, die rund um die Tatorte während der Tatzeiten am Wochenende verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können werden gebeten, sich unter der Tel.Nr.: 07131 104-2500 mit der Heilbronner Polizei in Verbindung zu setzen.",
